"ITTER107","Territorio","TIPO_DATO15","Tipo dato","SEXISTAT1","Sesso","CAUSEMORTE_SL","Causa iniziale di morte - European Short List","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF63","Catanzaro","DEATH","morti","2","femmine","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",14,,
"ITF63","Catanzaro","DEATH","morti","9","totale","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",28,,
"ITF6","Calabria","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2016","2016",242,,
"ITF61","Cosenza","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2016","2016",86,,
"ITF62","Crotone","DEATH","morti","9","totale","2_1_22","di cui altri tumori maligni","2016","2016",39,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2016","2016",50,,
"ITF63","Catanzaro","DEATH","morti","9","totale","2_1_22","di cui altri tumori maligni","2016","2016",95,,
"ITF6","Calabria","DEATH","morti","2","femmine","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",109,,
"ITF61","Cosenza","DEATH","morti","2","femmine","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",41,,
"ITF62","Crotone","DEATH","morti","9","totale","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",24,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",19,,
"ITF63","Catanzaro","DEATH","morti","9","totale","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",54,,
"ITF6","Calabria","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",51,,
"ITF61","Cosenza","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",24,,
"ITF62","Crotone","DEATH","morti","9","totale","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",7,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",6,,
"ITF63","Catanzaro","DEATH","morti","9","totale","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",13,,
"ITF6","Calabria","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",651,,
"ITF61","Cosenza","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",223,,
"ITF62","Crotone","DEATH","morti","9","totale","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",126,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",104,,
"ITF63","Catanzaro","DEATH","morti","9","totale","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",199,,
"ITF6","Calabria","DEATH","morti","2","femmine","4_1","diabete mellito","2016","2016",530,,
"ITF61","Cosenza","DEATH","morti","2","femmine","4_1","diabete mellito","2016","2016",180,,
"ITF62","Crotone","DEATH","morti","9","totale","4_1","diabete mellito","2016","2016",95,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","4_1","diabete mellito","2016","2016",87,,
"ITF63","Catanzaro","DEATH","morti","9","totale","4_1","diabete mellito","2016","2016",175,,
"ITF6","Calabria","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",121,,
"ITF61","Cosenza","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",43,,
"ITF62","Crotone","DEATH","morti","9","totale","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",31,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",17,,
"ITF63","Catanzaro","DEATH","morti","9","totale","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",24,,
"ITF6","Calabria","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",279,,
"ITF61","Cosenza","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",110,,
"ITF62","Crotone","DEATH","morti","9","totale","5","disturbi psichici e comportamentali","2016","2016",31,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",51,,
"ITF63","Catanzaro","DEATH","morti","9","totale","5","disturbi psichici e comportamentali","2016","2016",92,,
"ITF6","Calabria","DEATH","morti","2","femmine","5_1","demenza","2016","2016",253,,
"ITF61","Cosenza","DEATH","morti","2","femmine","5_1","demenza","2016","2016",100,,
"ITF62","Crotone","DEATH","morti","9","totale","5_1","demenza","2016","2016",26,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","5_1","demenza","2016","2016",45,,
"ITF63","Catanzaro","DEATH","morti","9","totale","5_1","demenza","2016","2016",77,,
"ITF6","Calabria","DEATH","morti","2","femmine","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",1,,
"ITF61","Cosenza","DEATH","morti","9","totale","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",1,,
"ITF62","Crotone","DEATH","morti","9","totale","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","9","totale","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",2,,
"ITF6","Calabria","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2016","2016",23,,
"ITF61","Cosenza","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2016","2016",8,,
"ITF62","Crotone","DEATH","morti","9","totale","5_4","altri disturbi psichici e comportamentali","2016","2016",4,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2016","2016",5,,
"ITF63","Catanzaro","DEATH","morti","9","totale","5_4","altri disturbi psichici e comportamentali","2016","2016",12,,
"ITF6","Calabria","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",339,,
"ITF61","Cosenza","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",116,,
"ITF62","Crotone","DEATH","morti","9","totale","6","malattie del sistema nervoso e degli organi di senso","2016","2016",47,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",77,,
"ITF63","Catanzaro","DEATH","morti","9","totale","6","malattie del sistema nervoso e degli organi di senso","2016","2016",134,,
"ITF6","Calabria","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",70,,
"ITF61","Cosenza","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",28,,
"ITF62","Crotone","DEATH","morti","9","totale","6_1","morbo di parkinson","2016","2016",11,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",14,,
"ITF63","Catanzaro","DEATH","morti","9","totale","6_1","morbo di parkinson","2016","2016",32,,
"ITF6","Calabria","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2016","2016",166,,
"ITF61","Cosenza","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2016","2016",58,,
"ITF62","Crotone","DEATH","morti","9","totale","6_2","malattia di alzheimer","2016","2016",24,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2016","2016",34,,
"ITF63","Catanzaro","DEATH","morti","9","totale","6_2","malattia di alzheimer","2016","2016",57,,
"ITF6","Calabria","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",103,,
"ITF61","Cosenza","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",30,,
"ITF62","Crotone","DEATH","morti","9","totale","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",12,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",29,,
"ITF63","Catanzaro","DEATH","morti","9","totale","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",45,,
"ITF6","Calabria","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",4328,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",1571,,
"ITF62","Crotone","DEATH","morti","9","totale","7","malattie del sistema circolatorio","2016","2016",567,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",910,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7","malattie del sistema circolatorio","2016","2016",1686,,
"ITF6","Calabria","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2016","2016",937,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2016","2016",310,,
"ITF62","Crotone","DEATH","morti","9","totale","7_1","malattie ischemiche del cuore","2016","2016",130,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2016","2016",204,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7_1","malattie ischemiche del cuore","2016","2016",477,,
"ITF6","Calabria","DEATH","morti","2","femmine","7_1_1","di cui infarto miocardico acuto","2016","2016",251,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7_1_1","di cui infarto miocardico acuto","2016","2016",87,,
"ITF62","Crotone","DEATH","morti","9","totale","7_1_1","di cui infarto miocardico acuto","2016","2016",48,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7_1_1","di cui infarto miocardico acuto","2016","2016",34,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7_1_1","di cui infarto miocardico acuto","2016","2016",113,,
"ITF6","Calabria","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",686,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",223,,
"ITF62","Crotone","DEATH","morti","9","totale","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",82,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",170,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",364,,
"ITF6","Calabria","DEATH","morti","2","femmine","7_2","altre malattie del cuore","2016","2016",1075,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7_2","altre malattie del cuore","2016","2016",349,,
"ITF62","Crotone","DEATH","morti","9","totale","7_2","altre malattie del cuore","2016","2016",157,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7_2","altre malattie del cuore","2016","2016",239,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7_2","altre malattie del cuore","2016","2016",418,,
"ITF6","Calabria","DEATH","morti","2","femmine","7_3","malattie cerebrovascolari","2016","2016",1184,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7_3","malattie cerebrovascolari","2016","2016",496,,
"ITF62","Crotone","DEATH","morti","9","totale","7_3","malattie cerebrovascolari","2016","2016",153,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7_3","malattie cerebrovascolari","2016","2016",231,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7_3","malattie cerebrovascolari","2016","2016",400,,
"ITF6","Calabria","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2016","2016",1132,,
"ITF61","Cosenza","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2016","2016",416,,
"ITF62","Crotone","DEATH","morti","9","totale","7_4","altre malattie del sistema circolatorio","2016","2016",127,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2016","2016",236,,
"ITF63","Catanzaro","DEATH","morti","9","totale","7_4","altre malattie del sistema circolatorio","2016","2016",391,,
"ITF6","Calabria","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2016","2016",545,,
"ITF61","Cosenza","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2016","2016",210,,
"ITF62","Crotone","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2016","2016",103,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2016","2016",93,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2016","2016",225,,
"ITF6","Calabria","DEATH","morti","2","femmine","8_1","influenza","2016","2016",4,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8_1","influenza","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8_1","influenza","2016","2016",2,,
"ITF6","Calabria","DEATH","morti","2","femmine","8_2","polmonite","2016","2016",53,,
"ITF61","Cosenza","DEATH","morti","2","femmine","8_2","polmonite","2016","2016",17,,
"ITF62","Crotone","DEATH","morti","9","totale","8_2","polmonite","2016","2016",6,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8_2","polmonite","2016","2016",16,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8_2","polmonite","2016","2016",35,,
"ITF6","Calabria","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2016","2016",304,,
"ITF61","Cosenza","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2016","2016",123,,
"ITF62","Crotone","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2016","2016",62,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2016","2016",48,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2016","2016",120,,
"ITF6","Calabria","DEATH","morti","2","femmine","8_3_1","di cui asma","2016","2016",14,,
"ITF61","Cosenza","DEATH","morti","2","femmine","8_3_1","di cui asma","2016","2016",6,,
"ITF62","Crotone","DEATH","morti","9","totale","8_3_1","di cui asma","2016","2016",2,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8_3_1","di cui asma","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8_3_1","di cui asma","2016","2016",1,,
"ITF6","Calabria","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",290,,
"ITF61","Cosenza","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",117,,
"ITF62","Crotone","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",60,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",47,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",119,,
"ITF6","Calabria","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",184,,
"ITF61","Cosenza","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",70,,
"ITF62","Crotone","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2016","2016",35,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",28,,
"ITF63","Catanzaro","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2016","2016",68,,
"ITF6","Calabria","DEATH","morti","2","femmine","9","malattie dell'apparato digerente","2016","2016",315,,
"ITF61","Cosenza","DEATH","morti","2","femmine","9","malattie dell'apparato digerente","2016","2016",115,,
"ITF62","Crotone","DEATH","morti","9","totale","9","malattie dell'apparato digerente","2016","2016",51,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","9","malattie dell'apparato digerente","2016","2016",65,,
"ITF63","Catanzaro","DEATH","morti","9","totale","9","malattie dell'apparato digerente","2016","2016",137,,
"ITF6","Calabria","DEATH","morti","2","femmine","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",5,,
"ITF61","Cosenza","DEATH","morti","2","femmine","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",3,,
"ITF62","Crotone","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",2,,
"ITF63","Catanzaro","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",5,,
"ITF6","Calabria","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",92,,
"ITF61","Cosenza","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",35,,
"ITF62","Crotone","DEATH","morti","9","totale","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",28,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",17,,
"ITF63","Catanzaro","DEATH","morti","9","totale","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",47,,
"ITF6","Calabria","DEATH","morti","2","femmine","9_3","altre malattie dell'apparato digerente","2016","2016",218,,
"ITF61","Cosenza","DEATH","morti","2","femmine","9_3","altre malattie dell'apparato digerente","2016","2016",77,,
"ITF62","Crotone","DEATH","morti","9","totale","9_3","altre malattie dell'apparato digerente","2016","2016",22,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","9_3","altre malattie dell'apparato digerente","2016","2016",46,,
"ITF63","Catanzaro","DEATH","morti","9","totale","9_3","altre malattie dell'apparato digerente","2016","2016",85,,
"ITF6","Calabria","DEATH","morti","2","femmine","10","malattie della cute e del tessuto sottocutaneo","2016","2016",9,,
"ITF61","Cosenza","DEATH","morti","2","femmine","10","malattie della cute e del tessuto sottocutaneo","2016","2016",3,,
"ITF62","Crotone","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2016","2016",2,,
"ITF63","Catanzaro","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2016","2016",4,,
"ITF6","Calabria","DEATH","morti","2","femmine","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",51,,
"ITF61","Cosenza","DEATH","morti","2","femmine","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",16,,
"ITF62","Crotone","DEATH","morti","9","totale","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",6,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",11,,
"ITF63","Catanzaro","DEATH","morti","9","totale","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",17,,
"ITF6","Calabria","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2016","2016",18,,
"ITF61","Cosenza","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2016","2016",5,,
"ITF62","Crotone","DEATH","morti","9","totale","11_1","artrite reumatoide a osteoartrosi","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2016","2016",3,,
"ITF63","Catanzaro","DEATH","morti","9","totale","11_1","artrite reumatoide a osteoartrosi","2016","2016",3,,
"ITF6","Calabria","DEATH","morti","2","femmine","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",33,,
"ITF61","Cosenza","DEATH","morti","2","femmine","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",11,,
"ITF62","Crotone","DEATH","morti","9","totale","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",5,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",8,,
"ITF63","Catanzaro","DEATH","morti","9","totale","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",14,,
"ITF6","Calabria","DEATH","morti","2","femmine","12","malattie dell'apparato genitourinario","2016","2016",163,,
"ITF61","Cosenza","DEATH","morti","2","femmine","12","malattie dell'apparato genitourinario","2016","2016",55,,
"ITF62","Crotone","DEATH","morti","9","totale","12","malattie dell'apparato genitourinario","2016","2016",15,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","12","malattie dell'apparato genitourinario","2016","2016",38,,
"ITF63","Catanzaro","DEATH","morti","9","totale","12","malattie dell'apparato genitourinario","2016","2016",67,,
"ITF6","Calabria","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2016","2016",150,,
"ITF61","Cosenza","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2016","2016",49,,
"ITF62","Crotone","DEATH","morti","9","totale","12_1","malattie del rene e dell'uretere","2016","2016",11,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2016","2016",37,,
"ITF63","Catanzaro","DEATH","morti","9","totale","12_1","malattie del rene e dell'uretere","2016","2016",62,,
"ITF6","Calabria","DEATH","morti","2","femmine","12_2","altre malattie dell'apparato genitourinario","2016","2016",13,,
"ITF61","Cosenza","DEATH","morti","2","femmine","12_2","altre malattie dell'apparato genitourinario","2016","2016",6,,
"ITF62","Crotone","DEATH","morti","9","totale","12_2","altre malattie dell'apparato genitourinario","2016","2016",4,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","12_2","altre malattie dell'apparato genitourinario","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","9","totale","12_2","altre malattie dell'apparato genitourinario","2016","2016",5,,
"ITF6","Calabria","DEATH","morti","2","femmine","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",22,,
"ITF61","Cosenza","DEATH","morti","2","femmine","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",10,,
"ITF62","Crotone","DEATH","morti","9","totale","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",4,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",3,,
"ITF63","Catanzaro","DEATH","morti","9","totale","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",7,,
"ITF6","Calabria","DEATH","morti","2","femmine","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",12,,
"ITF61","Cosenza","DEATH","morti","2","femmine","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",5,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",3,,
"ITF63","Catanzaro","DEATH","morti","9","totale","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",7,,
"ITF6","Calabria","DEATH","morti","2","femmine","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",315,,
"ITF61","Cosenza","DEATH","morti","2","femmine","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",107,,
"ITF62","Crotone","DEATH","morti","9","totale","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",45,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",46,,
"ITF63","Catanzaro","DEATH","morti","9","totale","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",74,,
"ITF6","Calabria","DEATH","morti","2","femmine","16_2","cause sconosciute e non specificate","2016","2016",39,,
"ITF61","Cosenza","DEATH","morti","2","femmine","16_2","cause sconosciute e non specificate","2016","2016",15,,
"ITF62","Crotone","DEATH","morti","9","totale","16_2","cause sconosciute e non specificate","2016","2016",11,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","16_2","cause sconosciute e non specificate","2016","2016",7,,
"ITF63","Catanzaro","DEATH","morti","9","totale","16_2","cause sconosciute e non specificate","2016","2016",19,,
"ITF6","Calabria","DEATH","morti","2","femmine","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",276,,
"ITF61","Cosenza","DEATH","morti","2","femmine","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",92,,
"ITF62","Crotone","DEATH","morti","9","totale","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",34,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",39,,
"ITF63","Catanzaro","DEATH","morti","9","totale","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",55,,
"ITF6","Calabria","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2016","2016",368,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2016","2016",161,,
"ITF62","Crotone","DEATH","morti","9","totale","17","cause esterne di traumatismo e avvelenamento","2016","2016",69,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2016","2016",68,,
"ITF63","Catanzaro","DEATH","morti","9","totale","17","cause esterne di traumatismo e avvelenamento","2016","2016",161,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_1","accidenti","2016","2016",325,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17_1","accidenti","2016","2016",139,,
"ITF62","Crotone","DEATH","morti","9","totale","17_1","accidenti","2016","2016",60,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","17_1","accidenti","2016","2016",64,,
"ITF63","Catanzaro","DEATH","morti","9","totale","17_1","accidenti","2016","2016",144,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_1_1","di cui accidenti di trasporto","2016","2016",29,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17_1_1","di cui accidenti di trasporto","2016","2016",12,,
"ITF62","Crotone","DEATH","morti","9","totale","17_1_1","di cui accidenti di trasporto","2016","2016",5,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","17_1_1","di cui accidenti di trasporto","2016","2016",11,,
"ITF63","Catanzaro","DEATH","morti","9","totale","17_1_1","di cui accidenti di trasporto","2016","2016",30,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2016","2016",33,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2016","2016",19,,
"ITF62","Crotone","DEATH","morti","9","totale","17_1_2","di cui cadute accidentali","2016","2016",3,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2016","2016",8,,
"ITF63","Catanzaro","DEATH","morti","9","totale","17_1_2","di cui cadute accidentali","2016","2016",26,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_1_3","di cui annegamento e sommersione accidentali","2016","2016",9,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_1_4","di cui avvelenamento accidentale","2016","2016",2,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17_1_4","di cui avvelenamento accidentale","2016","2016",1,,
"ITF62","Crotone","DEATH","morti","9","totale","17_1_4","di cui avvelenamento accidentale","2016","2016",1,,
"ITF63","Catanzaro","DEATH","morti","9","totale","17_1_4","di cui avvelenamento accidentale","2016","2016",1,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2016","2016",252,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2016","2016",107,,
"ITF62","Crotone","DEATH","morti","9","totale","17_1_5","di cui altri accidenti","2016","2016",40,,
"ITF63","Catanzaro","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2016","2016",45,,
"ITF63","Catanzaro","DEATH","morti","9","totale","17_1_5","di cui altri accidenti","2016","2016",86,,
"ITF6","Calabria","DEATH","morti","2","femmine","17_2","suicidio e autolesione intenzionale","2016","2016",25,,
"ITF61","Cosenza","DEATH","morti","2","femmine","17_2","suicidio e autolesione intenzionale","2016","2016",13,,
